Start: 2025-04-04T13:10:23
ms	X1(V)	Y1(V)	I1(V)	X2(V)	Y2(V)	I2(V)	RX1(V)	RY1(V)	RX2(V)	RY2(V)
1233128	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233182	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233192	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233202	0.006	0.008	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.06
1233212	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233217	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233250	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233260	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233270	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1233280	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1233290	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1233300	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1233310	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1233315	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233332	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1233342	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233352	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.06	5.05
1233362	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233372	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.06	5.05
1233382	0.004	0.004	0.03	0.004	0.004	0.02	4.37	5.11	5.05	5.05
1233392	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233402	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233407	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233412	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233417	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1233422	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1233427	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1233432	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233437	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233442	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1233447	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233452	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233457	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233478	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233488	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1233498	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233508	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233518	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233528	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233538	0.004	0.006	0.03	0.004	0.004	0.02	4.38	5.12	5.06	5.05
1233548	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1233558	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1233563	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233618	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233628	0.004	0.004	0.03	0.004	0.004	0.02	4.38	5.11	5.05	5.05
1233638	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1233648	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233653	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1233658	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233663	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233668	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233673	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1233685	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1233695	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233705	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233715	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233725	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233735	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1233740	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233761	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233771	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1233781	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1233791	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1233801	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.11	5.05	5.05
1233811	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233821	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1233826	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.11	5.05	5.05
1233831	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233842	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.06	5.05
1233852	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233862	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1233872	0.004	0.006	0.03	0.004	0.004	0.02	4.38	5.12	5.06	5.05
1233882	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233892	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233902	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233912	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233917	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.11	5.05	5.05
1233942	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1233952	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233962	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1233972	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1233982	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1233992	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1234002	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234007	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1234018	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234028	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1234038	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234048	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234058	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234068	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234078	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1234088	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1234093	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1234098	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234103	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1234108	0.004	0.004	0.03	0.004	0.004	0.02	4.38	5.12	5.05	5.05
1234113	0.008	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.06	5.05
1234118	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234123	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234133	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1234138	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234143	0.006	0.008	0.04	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234148	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1234153	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.11	5.05	5.05
1234158	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234163	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234168	0.006	0.006	0.04	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234173	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1234178	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234183	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234188	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234267	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.06
1234277	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234282	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1234287	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234292	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234297	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1234302	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1234314	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1234324	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234329	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1234354	0.008	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.06	5.05
1234364	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1234374	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.06	5.06
1234384	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234394	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234404	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234414	0.004	0.004	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1234419	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234477	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234487	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234497	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234507	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1234512	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234528	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234538	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234548	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234558	0.004	0.006	0.04	0.006	0.004	0.02	4.38	5.11	5.05	5.05
1234568	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1234578	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234588	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234598	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234603	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1234608	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1234613	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234618	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234623	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234628	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1234633	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1234638	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234643	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234648	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234653	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.06	5.05
1234658	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1234663	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234668	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234681	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234691	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234701	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234711	0.006	0.006	0.04	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234721	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234731	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1234736	0.004	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234809	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234819	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1234824	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1234829	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1234834	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234845	0.006	0.008	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1234855	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1234865	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234875	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234885	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234895	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1234905	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.12	5.06	5.05
1234910	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234931	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234941	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1234951	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1234961	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1234971	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1234981	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234991	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1234996	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235006	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.12	5.06	5.05
1235016	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1235026	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235036	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235046	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235056	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1235066	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1235076	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235081	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235099	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235109	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1235119	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1235129	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235139	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1235149	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.06
1235159	0.004	0.004	0.03	0.004	0.004	0.02	4.38	5.11	5.06	5.05
1235164	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1235169	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235174	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235179	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.06	5.05
1235184	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1235189	0.006	0.008	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1235194	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235199	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1235204	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235209	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235214	0.006	0.008	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235219	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235224	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.06
1235229	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235234	0.006	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1235239	0.006	0.006	0.04	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235244	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.11	5.05	5.05
1235249	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235254	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1235326	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.06
1235336	0.006	0.008	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1235341	0.004	0.004	0.03	0.004	0.004	0.02	4.38	5.12	5.05	5.05
1235351	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235361	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235371	0.006	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1235381	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1235386	0.004	0.004	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1235391	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235403	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235413	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235423	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235433	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1235443	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235453	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235463	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235473	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.06	5.05
1235478	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.05	5.05
1235551	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235561	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235566	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235571	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235576	0.004	0.006	0.03	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1235588	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.06
1235598	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235608	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235618	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235628	0.004	0.006	0.03	0.004	0.004	0.02	4.38	5.11	5.05	5.05
1235638	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1235648	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1235653	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235667	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235677	0.004	0.004	0.03	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1235687	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.05	5.05
1235697	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1235707	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235717	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235727	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1235737	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.11	5.05	5.05
1235742	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1235747	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235752	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1235757	0.004	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235762	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235767	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1235772	0.004	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235783	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235788	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1235793	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1235798	0.004	0.006	0.02	0.006	0.004	0.02	4.38	5.12	5.06	5.05
1235803	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1235808	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.11	5.05	5.05
1235813	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235818	0.006	0.008	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235823	0.004	0.006	0.02	0.004	0.004	0.02	4.38	5.12	5.05	5.05
1235828	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235833	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235838	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235906	0.006	0.008	0.02	0.008	0.006	0.02	4.38	5.11	5.06	5.05
1235916	0.004	0.004	0.02	0.004	0.004	0.02	4.37	5.12	5.05	5.05
1235921	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235931	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1235941	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235951	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235961	0.004	0.006	0.03	0.004	0.004	0.02	4.37	5.11	5.05	5.05
1235966	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1235971	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1235976	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235989	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1235999	0.004	0.006	0.03	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1236009	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.11	5.06	5.05
1236019	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.11	5.05	5.05
1236029	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.06
1236039	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1236049	0.004	0.006	0.02	0.006	0.004	0.02	4.37	5.12	5.05	5.06
1236054	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.05	5.06
1236107	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.11	5.05	5.05
1236117	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1236127	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1236137	0.004	0.004	0.02	0.004	0.004	0.02	4.37	5.12	5.06	5.05
1236142	0.006	0.008	0.03	0.008	0.006	0.02	4.38	5.12	5.06	5.05
1236164	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1236174	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1236184	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1236194	0.004	0.004	0.02	0.004	0.004	0.02	4.38	5.12	5.05	5.05
1236204	0.006	0.008	0.03	0.008	0.006	0.02	4.37	5.12	5.05	5.05
1236214	0.006	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1236224	0.006	0.006	0.02	0.006	0.004	0.02	4.38	5.12	5.05	5.05
1236229	0.006	0.006	0.02	0.006	0.006	0.02	4.37	5.12	5.06	5.05
1236243	0.004	0.006	0.02	0.004	0.004	0.02	4.37	5.12	5.06	5.05
1236253	0.006	0.006	0.02	0.008	0.006	0.02	4.38	5.12	5.06	5.05
1236263	0.006	0.006	0.03	0.006	0.006	0.02	4.37	5.12	5.05	5.05
1236273	0.006	0.006	0.02	0.006	0.004	0.02	4.37	5.12	5.06	5.05
1236283	0.006	0.006	0.03	0.006	0.006	0.02	4.38	5.12	5.05	5.05
1236293	0.004	0.006	0.02	0.006	0.006	0.02	4.38	5.12	5.06	5.05
1236303	0.006	0.008	0.02	0.006	0.006	0.02	4.37	5.12	5.05	5.05
