Start: 2025-04-04T13:10:23
ms	X1(V)	Y1(V)	I1(V)	X2(V)	Y2(V)	I2(V)	RX1(V)	RY1(V)	RX2(V)	RY2(V)
3151	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3156	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3161	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3166	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3171	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3187	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3197	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3207	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3217	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3227	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3237	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3247	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
3252	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3303	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3313	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3323	0.004	0.004	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
3333	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
3338	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3360	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3370	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3380	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
3390	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
3400	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3410	0.004	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3420	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3425	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3430	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
3435	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.12	5.05	5.05
3447	0.006	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3457	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3467	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3477	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3487	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3497	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3507	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3512	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3532	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3542	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
3552	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3562	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3572	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3582	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.06
3592	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
3597	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3608	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.06
3618	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3628	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
3638	0.004	0.004	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
3648	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.06
3658	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3668	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3678	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3683	0.004	0.004	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
3688	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3693	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.06
3698	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3703	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3708	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3713	0.004	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3723	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3728	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3733	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3738	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3743	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3748	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3753	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3758	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.06
3763	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
3768	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3782	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3792	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3802	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3812	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.12	5.05	5.05
3817	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3827	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3837	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3847	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3857	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
3862	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
3918	0.006	0.006	0.03	0.006	0.006	0.02	4.40	5.13	5.06	5.05
3928	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
3938	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
3948	0.004	0.004	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
3953	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
4029	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4039	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4044	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4049	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
4054	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
4068	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4078	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4088	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4098	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4108	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
4118	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4128	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4133	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4138	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4143	0.006	0.008	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4156	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4166	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4176	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4186	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4196	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4206	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4216	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4221	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4241	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4251	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4261	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
4271	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4281	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
4291	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4301	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4306	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
4316	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4326	0.006	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
4336	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4346	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4356	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
4366	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4376	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4386	0.006	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
4391	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
4414	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
4424	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4434	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4444	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4454	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4464	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
4474	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4479	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4484	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4496	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4506	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
4516	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4526	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4536	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4546	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4556	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
4566	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4571	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4596	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4606	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4616	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
4626	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4636	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4646	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4656	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4661	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
4666	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.06
4671	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4682	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4692	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4702	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
4712	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
4722	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4732	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4742	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4747	0.004	0.004	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
4769	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
4779	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4789	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4799	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4809	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
4819	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
4829	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4834	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4848	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4858	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4868	0.006	0.006	0.03	0.006	0.006	0.02	4.40	5.13	5.06	5.05
4878	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4888	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4898	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4908	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4918	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4923	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4928	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4933	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4938	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4943	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4948	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
4953	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4966	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
4971	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4976	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4981	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
4986	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4991	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
4996	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5001	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5006	0.004	0.004	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
5011	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5016	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5021	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5072	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5082	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
5092	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5102	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5107	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5160	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5170	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
5180	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5190	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5195	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5218	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.06
5228	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
5238	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5248	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5258	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5268	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5278	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
5283	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
5288	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5298	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5308	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5318	0.004	0.004	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
5328	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
5338	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5348	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5358	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5368	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
5373	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
5397	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5407	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5417	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5427	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
5437	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5447	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5457	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5462	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5477	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5487	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5497	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5507	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5517	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5527	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5537	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
5547	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
5552	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5575	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5585	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5595	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.05
5605	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
5615	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5625	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5635	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.06
5640	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5645	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
5650	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5655	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5660	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5665	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5670	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
5675	0.004	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5680	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5694	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5699	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5721	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
5731	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5741	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5751	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5761	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5771	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
5781	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
5786	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5827	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5837	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5847	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.06	5.05
5857	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
5867	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5872	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5877	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5882	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
5887	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5892	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5897	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5902	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5907	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5912	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5917	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5922	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5953	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5963	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
5973	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5983	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
5993	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6003	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
6013	0.004	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6018	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.06	5.06
6072	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
6082	0.006	0.006	0.03	0.006	0.006	0.03	4.39	5.13	5.06	5.05
6092	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6102	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6107	0.006	0.008	0.03	0.008	0.006	0.02	4.39	5.13	5.05	5.05
6112	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
6117	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6130	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6140	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6150	0.006	0.008	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6160	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
6170	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6180	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6190	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6195	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6206	0.004	0.006	0.03	0.004	0.004	0.02	4.39	5.13	5.05	5.05
6216	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6226	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6236	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6246	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6256	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.06
6266	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6276	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6281	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6286	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6291	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.06	5.05
6296	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6301	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6306	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.06	5.05
6311	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
6316	0.004	0.006	0.03	0.006	0.004	0.02	4.39	5.13	5.05	5.05
6321	0.006	0.006	0.04	0.006	0.006	0.02	4.39	5.12	5.05	5.05
6326	0.006	0.006	0.03	0.006	0.006	0.02	4.39	5.13	5.05	5.05
